user_id,age,gender,income,monthly_vape_spend,willingness_to_subscribe,liked_flavors,disliked_flavors,flavor_score_sweet,flavor_score_fruity,flavor_score_tobacco,flavor_score_minty,mood_relax,mood_energy,mood_focus,lifestyle_social,lifestyle_fitness,lifestyle_travel,lifestyle_gaming,usage_freq_per_week,nicotine_strength,churn_risk,satisfaction_rating,device_brand,social_linked,trend_alignment,prev_month_reorders,days_since_last_order,health_concern,tapering_interest,preferred_pack_size,feedback_count,feedback_sentiment
7324,40,Male,63838.85,5.0,1,"Mint,Dessert,Chocolate,Citrus,Coffee","Vanilla,Citrus",5,1,1,3,5,3,2,1,1,0,1,6,0,0.39,5,BrandC,1,0.28,1,62,4,0,Large,1,0.26
7325,52,Male,85548.21,53.34,0,"Chocolate,Fruity,Tobacco","Vanilla,Dessert,Berry",2,2,5,4,5,1,3,1,1,0,1,6,6,0.07,5,BrandA,0,0.07,2,62,3,1,Medium,2,0.53
7326,27,Female,34449.5,13.0,0,"Tobacco,Citrus,Vanilla","Berry,Chocolate",5,4,4,1,1,3,4,1,0,0,0,3,6,0.43,8,BrandD,0,0.54,0,10,1,0,Large,3,0.18
7327,28,Male,77905.66,34.47,1,"Citrus,Vanilla,Dessert,Fruity","Coffee,Vanilla,Dessert",1,1,5,4,5,4,1,1,0,0,1,4,3,0.52,10,BrandA,1,0.37,1,59,1,0,Medium,1,0.23
7328,24,Female,27566.87,35.34,0,"Citrus,Coffee,Tobacco,Dessert,Fruity",Chocolate,5,3,4,5,2,5,5,1,0,0,1,4,18,0.44,9,BrandB,0,0.38,3,49,4,0,Medium,2,-0.99
7329,37,Female,209069.4,31.79,1,"Chocolate,Dessert,Tobacco,Coffee","Coffee,Vanilla",5,1,5,3,4,2,2,1,1,1,0,8,3,0.17,2,BrandB,0,0.22,2,40,2,0,Small,3,0.81
7330,30,Female,58712.92,9.21,1,"Fruity,Tobacco,Vanilla",Tobacco,4,3,3,5,1,5,5,1,0,0,0,6,12,0.05,9,BrandD,1,0.23,4,25,1,0,Large,1,-0.48
7331,20,Male,48786.83,5.0,1,"Citrus,Coffee,Tobacco","Vanilla,Citrus",5,1,2,5,3,3,1,0,0,0,1,2,6,0.3,8,BrandB,1,0.71,0,37,4,0,Medium,3,0.47
7332,63,Male,156000.22,5.58,1,"Dessert,Citrus,Mint,Berry,Chocolate","Tobacco,Berry,Chocolate",2,2,2,5,3,3,3,1,0,1,0,2,12,0.29,4,BrandC,1,0.16,1,57,2,0,Large,4,0.59
7333,48,Male,31782.78,38.3,1,"Dessert,Citrus,Chocolate,Vanilla","Coffee,Mint,Berry",1,4,5,5,2,2,3,0,0,0,0,3,3,0.42,5,BrandC,1,0.36,1,10,4,1,Large,0,-0.81
7334,46,Female,34169.88,30.45,0,"Berry,Tobacco,Citrus","Vanilla,Mint",4,2,1,3,5,5,1,0,0,0,1,7,3,0.16,7,BrandD,0,0.65,2,44,1,0,Small,2,-0.52
7335,60,Male,44829.81,89.9,1,"Vanilla,Mint",Vanilla,5,5,4,1,4,5,2,0,1,0,0,2,12,0.54,4,BrandA,1,0.07,1,5,5,1,Small,3,0.47
7336,69,Female,38231.11,12.51,1,"Chocolate,Mint,Tobacco","Vanilla,Chocolate",4,5,1,3,2,3,1,1,1,0,1,3,18,0.45,4,BrandC,0,0.52,1,22,2,0,Medium,3,0.46
7337,49,Female,136132.45,5.0,1,"Chocolate,Coffee,Dessert",Berry,5,5,2,3,4,4,5,1,0,0,1,4,6,0.24,8,BrandD,1,0.52,2,85,5,0,Large,2,0.23
7338,41,Male,26705.03,34.25,1,"Chocolate,Fruity",Dessert,3,2,3,4,2,1,3,0,0,0,0,6,6,0.76,9,BrandC,1,0.26,2,50,5,0,Medium,3,-0.13
7339,62,Male,64842.55,22.9,1,"Mint,Coffee,Berry,Dessert,Tobacco","Citrus,Tobacco,Dessert",4,4,1,4,4,3,3,0,1,0,1,3,18,0.16,7,BrandA,0,0.1,1,77,4,0,Small,2,-0.46
7340,54,Female,29205.67,52.89,1,"Dessert,Tobacco,Citrus,Chocolate,Coffee",Berry,1,4,5,4,4,1,4,0,0,0,0,1,12,0.41,10,BrandB,0,0.22,1,7,3,0,Large,4,-0.82
7341,67,Male,21106.97,32.93,0,"Fruity,Chocolate,Dessert,Tobacco","Citrus,Tobacco",1,5,4,4,1,2,1,0,1,0,1,4,3,0.17,2,BrandC,1,0.53,1,13,3,1,Medium,4,-0.98
7342,40,Female,13493.83,35.68,1,"Citrus,Tobacco,Vanilla,Mint,Berry","Dessert,Chocolate",1,5,3,1,1,2,1,1,0,0,0,1,6,0.11,4,BrandB,0,0.12,1,22,3,0,Medium,1,-0.96
7343,26,Male,755724.3292862475,5.0,0,"Dessert,Berry,Vanilla,Citrus,Mint","Fruity,Berry",4,5,2,1,3,5,5,0,1,0,1,3,0,0.24,6,BrandC,1,0.31,1,37,1,1,Medium,1,0.17
7344,33,Male,27491.58,11.18,0,"Coffee,Chocolate,Fruity,Vanilla",Chocolate,2,1,5,2,1,2,4,0,0,0,0,1,6,0.81,1,BrandC,0,0.28,2,51,3,1,Medium,4,-0.2
7345,22,Female,34749.14,15.54,1,"Chocolate,Dessert",Dessert,2,4,1,1,3,5,4,0,1,0,1,4,12,0.3,3,BrandA,1,0.36,2,71,5,0,Small,3,-0.72
7346,66,Female,62119.0,48.2,1,"Citrus,Tobacco",Dessert,1,5,2,5,5,5,4,1,0,1,1,5,6,0.34,6,BrandA,1,0.61,2,65,5,0,Medium,2,0.6
7347,52,Female,78383.43,68.83,1,"Berry,Chocolate",Mint,5,1,4,5,3,3,3,0,1,0,0,5,6,0.13,4,BrandA,1,0.44,1,24,2,0,Medium,4,0.75
7348,38,Female,28974.02,11.18,0,"Chocolate,Dessert,Berry,Tobacco,Coffee","Fruity,Tobacco",4,3,2,1,5,5,2,1,1,0,1,1,6,0.43,10,BrandA,0,0.53,1,77,1,0,Small,2,-0.75
7349,66,Male,69814.64,59.95,1,"Berry,Chocolate",Citrus,2,1,4,3,5,5,1,0,0,0,0,2,12,0.38,4,BrandA,1,0.31,4,75,4,0,Medium,2,0.99
7350,19,Male,133694.67,31.59,1,"Citrus,Vanilla,Tobacco,Fruity","Coffee,Dessert,Berry",2,5,1,2,4,2,4,0,0,0,1,3,0,0.37,6,BrandC,1,0.48,2,44,4,0,Medium,2,0.65
7351,62,Female,58428.58,8.41,1,"Mint,Chocolate,Vanilla,Coffee,Fruity","Mint,Citrus,Vanilla",4,2,4,3,1,3,5,1,0,0,1,5,6,0.49,4,BrandA,0,0.71,3,66,5,0,Medium,4,-0.6
7352,22,Female,33610.32,7.42,0,"Tobacco,Citrus","Vanilla,Fruity,Berry",4,5,5,1,2,5,1,0,1,0,1,10,12,0.64,1,BrandB,0,0.17,1,12,1,1,Small,2,-0.9
7353,53,Male,23412.79,5.35,1,"Berry,Mint,Dessert","Fruity,Berry,Dessert",2,4,5,2,4,4,2,0,1,0,1,2,6,0.37,2,BrandD,0,0.61,1,84,5,1,Medium,1,-0.26
7354,35,Male,54869.91,43.04,0,"Tobacco,Chocolate,Berry","Fruity,Dessert,Mint",2,2,2,3,2,3,4,1,0,1,1,11,12,0.13,2,BrandD,1,0.25,3,7,1,0,Small,0,-0.37
7355,44,Male,49766.06,5.0,1,"Vanilla,Fruity,Citrus","Berry,Vanilla,Tobacco",2,2,3,3,1,1,3,0,0,0,0,8,3,0.46,9,BrandC,0,0.33,1,37,5,0,Medium,0,0.64
7356,26,Female,85902.73,13.03,1,"Coffee,Tobacco,Vanilla,Chocolate","Chocolate,Fruity",5,2,1,3,3,2,2,1,0,0,1,5,3,0.13,9,BrandD,0,0.46,1,70,2,0,Large,4,-0.81
7357,28,Female,67562.37,46.27,0,"Tobacco,Coffee,Fruity,Dessert,Mint",Fruity,2,5,4,1,1,4,2,1,0,1,1,2,6,0.1,4,BrandC,1,0.06,1,19,5,0,Medium,3,0.72
7358,36,Male,35632.05,21.66,1,"Chocolate,Mint","Chocolate,Tobacco,Mint",3,1,3,5,2,1,5,0,1,0,1,3,12,0.07,7,BrandB,0,0.29,1,13,2,0,Medium,5,0.62
7359,38,Female,20922.18,15.97,1,"Tobacco,Vanilla","Fruity,Citrus,Chocolate",3,2,1,1,2,3,2,0,0,1,0,7,6,0.48,6,BrandB,1,0.58,1,69,5,0,Small,3,0.36
7360,46,Male,21584.92,57.45,1,"Coffee,Tobacco,Berry,Chocolate","Berry,Citrus,Coffee",3,3,4,1,2,1,5,0,1,0,0,2,12,0.16,9,BrandC,1,0.29,1,13,5,0,Medium,5,0.86
7361,55,Female,53625.95,22.46,1,"Vanilla,Citrus,Chocolate,Berry,Dessert","Coffee,Dessert,Tobacco",2,2,4,3,2,1,2,0,0,0,0,2,6,0.25,7,BrandD,1,0.22,1,65,1,0,Medium,1,-0.87
7362,50,Male,48607.51,5.0,0,"Berry,Chocolate","Berry,Fruity,Chocolate",1,2,1,3,2,1,5,1,0,0,0,8,12,0.31,4,BrandA,0,0.36,1,36,5,0,Large,2,-0.65
7363,41,Male,50785.2,8.45,1,"Fruity,Vanilla,Tobacco,Berry,Coffee","Dessert,Berry",2,1,4,3,4,1,3,0,1,0,1,5,6,0.62,7,BrandA,0,0.46,0,57,1,0,Small,2,-0.38
7364,18,Female,35127.64,113.98,1,"Mint,Dessert,Berry,Tobacco","Fruity,Tobacco",4,3,1,3,2,5,5,1,1,0,1,4,12,0.43,9,BrandD,0,0.14,5,8,4,0,Medium,3,0.13
7365,29,Male,73522.28,18.39,1,"Citrus,Fruity",Citrus,1,4,2,4,5,4,2,0,0,0,1,7,12,0.23,2,BrandD,0,0.34,2,29,4,0,Medium,2,-0.51
7366,63,Female,67347.8,33.06,1,"Chocolate,Citrus","Vanilla,Coffee",1,2,3,3,2,1,5,1,1,0,0,8,6,0.16,1,BrandA,1,0.15,3,33,2,1,Medium,4,-0.73
7367,68,Male,126333.04,5.0,1,"Chocolate,Berry,Fruity,Mint","Citrus,Dessert",4,4,3,5,1,2,4,0,0,0,0,5,0,0.13,8,BrandC,1,0.43,3,10,3,0,Medium,4,0.11
7368,56,Female,57655.94,5.0,1,"Vanilla,Citrus,Fruity,Mint,Tobacco","Chocolate,Dessert",1,1,3,5,3,4,5,1,1,0,0,2,18,0.33,2,BrandB,1,0.39,2,68,3,1,Medium,1,0.63
7369,62,Female,51479.38,5.0,1,"Chocolate,Berry",Tobacco,3,3,2,4,5,2,2,1,0,1,0,3,6,0.34,7,BrandA,0,0.3,2,42,2,0,Small,2,0.2
7370,20,Female,64992.39,32.78,0,"Tobacco,Chocolate,Dessert,Berry,Citrus","Tobacco,Mint",4,3,4,5,1,5,1,1,0,1,0,7,12,0.2,6,BrandC,0,0.41,3,16,2,0,Small,1,0.43
7371,27,Female,39934.03,27.1,1,"Coffee,Chocolate,Berry","Vanilla,Dessert,Citrus",1,4,5,5,4,2,5,0,1,1,1,3,3,0.24,7,BrandD,1,0.28,1,69,1,0,Medium,3,-0.27
7372,52,Male,86455.56,13.49,1,"Chocolate,Coffee,Tobacco,Dessert",Berry,1,2,5,1,2,4,2,0,0,0,0,4,6,0.33,2,BrandD,1,0.58,2,66,5,1,Large,1,-0.7
7373,59,Female,562332.4682672649,5.4,1,"Fruity,Citrus,Tobacco,Vanilla,Coffee","Chocolate,Mint,Fruity",3,2,5,2,1,4,4,0,0,0,0,2,12,0.19,4,BrandA,0,0.41,2,2,4,0,Small,1,-0.35
7374,18,Female,62970.5,45.75,0,"Mint,Fruity",Berry,5,4,1,1,4,2,1,0,0,0,1,5,12,0.34,4,BrandB,1,0.48,0,89,1,0,Small,1,0.83
7375,34,Male,90734.61,45.74,1,"Tobacco,Mint,Citrus",Citrus,1,3,1,5,1,5,3,0,0,0,1,3,6,0.37,1,BrandA,0,0.21,1,1,3,1,Small,1,0.52
7376,31,Male,135875.31,5.83,0,"Tobacco,Mint,Citrus","Coffee,Citrus",1,1,5,2,4,3,4,0,0,1,0,4,18,0.63,5,BrandA,1,0.67,2,55,1,0,Small,5,0.62
7377,69,Female,56317.45,65.47,0,"Dessert,Fruity,Vanilla,Tobacco,Citrus",Tobacco,4,3,5,3,1,5,1,0,0,0,0,7,18,0.25,5,BrandB,1,0.54,0,12,2,0,Large,2,-0.77
7378,53,Female,41152.52,40.6,0,"Vanilla,Berry,Tobacco,Dessert,Fruity","Mint,Coffee",2,5,5,4,2,5,2,1,0,1,1,4,12,0.33,9,BrandA,0,0.64,2,19,4,1,Medium,2,0.56
7379,65,Female,66944.74,15.36,1,"Tobacco,Mint","Mint,Berry",4,5,4,2,1,3,3,0,0,0,0,4,6,0.19,3,BrandD,0,0.64,3,72,5,0,Large,5,0.65
7380,25,Female,35320.56,10.24,1,"Mint,Tobacco","Mint,Vanilla,Berry",5,1,3,2,4,3,1,0,1,0,1,1,6,0.1,10,BrandC,1,0.47,4,39,5,0,Large,1,-0.18
7381,39,Male,38324.71,67.21,0,"Vanilla,Chocolate,Citrus,Coffee","Dessert,Citrus,Coffee",1,4,1,4,2,2,1,1,0,0,1,2,6,0.36,5,BrandD,0,0.23,0,28,1,0,Medium,1,0.09
7382,63,Male,137788.67,108.97,1,"Citrus,Dessert,Chocolate,Berry",Coffee,2,4,5,2,2,3,1,0,0,0,1,8,6,0.3,2,BrandD,1,0.1,1,34,3,0,Large,2,0.56
7383,52,Female,45735.68,11.84,1,"Dessert,Coffee,Tobacco",Fruity,5,1,5,2,2,1,4,0,0,0,0,2,6,0.18,1,BrandB,0,0.07,1,6,5,1,Medium,0,-0.32
7384,31,Female,27006.68,39.05,1,"Chocolate,Dessert,Citrus",Berry,1,1,4,2,5,5,3,1,0,1,0,5,12,0.31,9,BrandA,0,0.35,1,9,4,0,Medium,3,0.66
7385,25,Male,40800.65,14.95,1,"Tobacco,Dessert","Coffee,Fruity",4,3,2,4,5,3,3,0,0,0,0,4,6,0.69,6,BrandB,1,0.62,2,70,1,0,Small,2,0.36
7386,43,Male,33716.74,9.14,0,"Citrus,Vanilla,Berry,Chocolate,Coffee","Vanilla,Coffee,Dessert",1,1,1,5,3,1,5,0,0,0,0,5,6,0.14,3,BrandB,1,0.13,1,12,5,0,Medium,1,0.14
7387,27,Male,40100.8,5.0,1,"Coffee,Citrus,Fruity,Berry,Vanilla",Mint,3,3,5,2,2,3,3,0,0,0,1,5,12,0.1,10,BrandD,0,0.1,1,88,5,0,Large,1,0.84
7388,41,Male,18449.31,5.0,0,"Vanilla,Berry","Berry,Fruity",1,4,2,4,1,5,3,1,1,0,0,4,6,0.1,2,BrandD,0,0.6,1,73,3,0,Large,3,0.41
7389,32,Male,44610.88,127.59,0,"Citrus,Berry","Chocolate,Citrus",2,5,2,3,1,1,3,0,1,1,0,1,3,0.31,3,BrandC,0,0.65,1,62,2,0,Small,1,0.06
7390,20,Male,34366.14,5.0,0,"Chocolate,Tobacco,Citrus,Fruity,Coffee","Fruity,Mint,Berry",1,3,3,4,3,5,2,1,1,0,0,8,12,0.39,2,BrandD,1,0.89,3,1,3,0,Small,1,-0.09
7391,41,Male,104690.19,68.7,1,"Fruity,Berry","Coffee,Tobacco",1,3,3,2,4,4,2,0,1,0,0,3,18,0.08,3,BrandA,1,0.39,3,8,4,0,Small,1,-0.76
7392,68,Female,92298.14,60.5,1,"Coffee,Berry,Dessert","Mint,Chocolate,Berry",3,3,5,4,3,3,2,0,0,0,0,7,3,0.11,1,BrandB,0,0.58,1,55,3,0,Small,4,-0.63
7393,18,Male,36435.01,17.64,1,"Mint,Dessert,Berry","Dessert,Berry",2,3,1,2,2,5,1,1,1,0,0,5,18,0.31,4,BrandA,0,0.04,2,42,5,0,Medium,2,0.99
7394,31,Male,20432.81,28.73,1,"Vanilla,Fruity,Chocolate,Dessert,Berry",Dessert,2,2,5,3,4,4,3,1,0,0,0,5,12,0.21,5,BrandD,0,0.2,0,37,1,1,Large,0,-0.57
7395,35,Female,33387.2,29.03,1,"Chocolate,Dessert,Fruity,Berry,Tobacco","Tobacco,Vanilla,Fruity",3,5,5,2,1,2,4,1,0,0,1,3,12,0.53,1,BrandB,1,0.52,1,44,5,0,Medium,3,0.65
7396,45,Female,86919.06,32.2,1,"Chocolate,Dessert,Fruity","Chocolate,Coffee",2,3,1,2,5,1,5,0,0,1,1,1,6,0.05,5,BrandD,0,0.44,1,6,2,0,Medium,1,0.46
7397,60,Female,45630.04,9.12,0,"Citrus,Dessert","Tobacco,Citrus,Dessert",1,5,2,4,5,5,1,0,1,0,1,3,0,0.38,7,BrandA,1,0.49,0,18,1,0,Small,0,-0.36
7398,67,Female,23416.55,5.08,1,"Vanilla,Dessert,Tobacco",Chocolate,5,2,3,2,2,4,4,1,1,0,0,2,18,0.13,10,BrandB,1,0.52,1,89,2,0,Medium,2,0.86
7399,44,Female,50320.5,45.7,1,"Coffee,Berry,Mint,Chocolate","Mint,Berry",2,3,3,2,4,2,2,0,1,1,1,2,6,0.42,1,BrandD,0,0.3,1,84,3,0,Small,1,-0.52
7400,24,Female,92702.54,35.08,0,"Dessert,Tobacco,Coffee,Citrus,Fruity","Citrus,Mint",3,2,3,3,5,1,3,0,1,0,0,1,6,0.42,7,BrandA,0,0.46,1,25,4,0,Large,3,0.24
7401,25,Female,40480.14,20.43,0,"Chocolate,Fruity,Dessert,Berry,Citrus","Dessert,Mint,Citrus",5,2,5,2,2,3,3,1,0,0,1,2,3,0.43,7,BrandB,0,0.48,2,27,2,0,Medium,2,0.28
7402,68,Female,36058.96,5.0,1,"Tobacco,Vanilla,Citrus,Mint",Berry,5,1,5,3,4,2,1,1,0,0,0,3,18,0.46,5,BrandD,1,0.82,5,26,1,0,Medium,1,0.48
7403,62,Male,33749.97,27.99,1,"Mint,Citrus,Berry",Fruity,1,1,3,5,2,1,3,0,0,1,1,1,18,0.24,2,BrandA,0,0.64,0,6,5,0,Medium,1,0.09
7404,56,Female,41449.5,5.0,1,"Coffee,Dessert,Fruity,Mint,Vanilla","Tobacco,Coffee,Vanilla",4,3,2,2,3,3,5,0,1,1,0,7,0,0.17,6,BrandC,1,0.28,2,32,4,1,Large,1,0.7
7405,44,Male,56195.37,5.0,0,"Fruity,Citrus,Chocolate,Dessert,Mint","Tobacco,Chocolate,Mint",3,3,5,5,3,1,5,0,0,0,1,2,12,0.1,6,BrandC,1,0.72,4,10,3,0,Medium,1,0.4
7406,35,Male,109702.28,23.96,1,"Dessert,Citrus,Coffee,Vanilla",Fruity,3,1,3,2,4,1,5,1,0,0,0,8,6,0.06,10,BrandB,1,0.22,3,12,1,0,Small,2,0.12
7407,63,Female,57634.75,20.88,1,"Dessert,Vanilla,Mint,Chocolate",Tobacco,4,5,2,1,4,5,1,0,1,0,0,3,6,0.48,7,BrandA,1,0.37,3,79,3,0,Small,1,0.87
7408,68,Male,81484.03,8.61,1,"Berry,Citrus,Fruity,Chocolate",Vanilla,1,1,5,1,1,5,3,1,0,0,1,8,3,0.26,7,BrandA,1,0.19,1,66,4,0,Medium,2,0.27
7409,48,Female,58321.96,58.24,1,"Fruity,Dessert,Vanilla,Coffee",Vanilla,2,4,3,2,5,3,5,0,0,0,1,1,12,0.33,8,BrandD,1,0.3,2,67,2,1,Small,1,0.97
7410,19,Male,28634.12,17.52,1,"Dessert,Fruity,Berry",Mint,1,1,1,5,2,1,3,1,0,0,1,2,6,0.57,4,BrandB,0,0.54,3,40,4,0,Medium,1,0.76
7411,55,Female,112343.43,40.87,0,"Chocolate,Fruity,Coffee,Citrus",Berry,1,1,5,1,4,5,5,0,1,0,1,2,0,0.33,1,BrandC,1,0.34,3,44,4,0,Small,1,-0.98
7412,30,Male,29567.09,24.94,1,"Chocolate,Berry,Mint,Fruity,Vanilla","Tobacco,Vanilla",4,2,4,5,4,3,2,0,0,0,1,4,6,0.0,10,BrandB,1,0.43,1,22,2,0,Medium,1,-0.74
7413,28,Other,34665.56,36.27,1,"Dessert,Coffee",Chocolate,3,5,5,4,2,1,3,1,0,0,1,3,6,0.25,1,BrandD,1,0.28,0,24,2,0,Medium,1,-0.82
7414,19,Female,75312.64,54.63,0,"Vanilla,Dessert,Citrus","Berry,Vanilla,Citrus",1,1,5,2,5,5,1,0,0,0,0,1,12,0.33,3,BrandC,0,0.41,0,85,5,0,Large,2,0.55
7415,27,Female,64613.59,24.05,0,"Tobacco,Dessert",Citrus,3,4,1,1,5,1,1,1,0,0,1,5,6,0.16,8,BrandD,1,0.36,1,89,2,1,Small,0,0.54
7416,25,Male,26854.38,139.95,1,"Fruity,Mint",Berry,4,3,1,3,5,1,1,1,0,0,0,8,6,0.38,9,BrandA,0,0.75,0,48,2,0,Large,1,0.49
7417,35,Female,22617.18,9.61,1,"Mint,Citrus,Coffee,Dessert","Citrus,Vanilla,Coffee",2,1,3,1,2,3,2,1,0,0,1,1,12,0.16,1,BrandB,0,0.66,2,51,5,1,Small,0,0.13
7418,47,Female,87224.36,37.41,1,"Mint,Fruity,Berry","Chocolate,Citrus,Fruity",4,3,3,5,1,2,1,0,0,0,0,4,12,0.12,1,BrandA,1,0.53,2,31,2,0,Medium,1,0.57
7419,51,Other,92165.4,12.1,0,"Berry,Dessert,Coffee",Coffee,2,3,2,5,3,2,5,0,0,0,1,6,12,0.18,5,BrandC,0,0.22,0,86,2,0,Small,0,0.45
7420,53,Male,53480.95,31.46,1,"Coffee,Dessert,Berry","Mint,Vanilla",3,5,1,4,1,1,3,0,0,0,1,2,3,0.14,2,BrandD,0,0.5,2,86,1,0,Small,2,-0.34
7421,55,Male,27737.28,22.68,1,"Vanilla,Dessert,Citrus","Berry,Dessert,Mint",5,3,3,2,4,3,3,0,0,0,1,8,3,0.44,4,BrandB,1,0.15,4,79,3,0,Medium,2,-0.44
7422,43,Male,50279.89,19.06,0,"Fruity,Tobacco","Chocolate,Vanilla",3,3,3,4,4,2,2,0,0,0,0,7,12,0.35,6,BrandB,1,0.52,1,58,3,0,Medium,4,-0.36
7423,18,Male,109572.2,27.05,0,"Mint,Berry,Chocolate","Mint,Chocolate",2,3,4,5,1,4,5,0,0,0,1,4,3,0.22,10,BrandC,1,0.04,1,72,1,1,Large,1,0.0
7424,26,Female,60512.68,5.0,0,"Chocolate,Fruity,Citrus,Mint,Vanilla","Mint,Fruity,Vanilla",3,2,3,1,3,2,1,0,0,0,0,1,3,0.07,8,BrandD,0,0.78,2,15,4,0,Medium,2,0.38
7425,58,Female,34078.88,5.0,0,"Dessert,Vanilla","Dessert,Mint",3,5,4,5,2,3,3,0,1,0,1,1,3,0.06,3,BrandD,0,0.52,1,2,2,1,Large,3,0.72
7426,32,Male,530346.5992933519,5.0,1,"Fruity,Tobacco,Coffee,Mint","Chocolate,Tobacco,Mint",1,1,5,1,5,4,5,1,1,0,1,6,3,0.37,1,BrandA,1,0.33,4,24,3,0,Medium,2,-0.0
7427,19,Female,161206.68,26.47,0,"Dessert,Chocolate,Vanilla",Berry,1,2,2,4,3,2,1,0,0,0,1,4,18,0.38,6,BrandB,1,0.36,1,46,3,0,Small,1,-0.29
7428,41,Male,178943.24,20.58,1,"Citrus,Fruity,Coffee,Tobacco","Citrus,Coffee,Tobacco",4,2,4,4,3,1,3,0,0,0,0,5,3,0.36,2,BrandB,0,0.78,1,84,4,0,Large,1,0.04
7429,66,Female,68587.89,5.0,1,"Tobacco,Chocolate,Citrus,Vanilla,Coffee","Vanilla,Fruity",3,1,3,4,4,2,4,0,1,0,1,1,6,0.54,7,BrandC,1,0.48,1,70,1,0,Medium,0,-0.97
7430,20,Male,48473.51,29.71,0,"Chocolate,Vanilla,Fruity","Berry,Coffee",3,4,2,3,2,1,5,0,1,0,1,3,18,0.2,4,BrandD,0,0.38,1,30,3,0,Small,4,0.8
7431,44,Female,20422.78,7.98,0,"Citrus,Dessert,Fruity,Coffee","Chocolate,Tobacco",3,5,2,4,5,2,1,0,0,1,1,2,6,0.08,2,BrandA,0,0.4,3,67,4,1,Medium,2,0.82
7432,67,Female,32078.07,14.87,1,"Chocolate,Coffee,Mint,Berry,Vanilla","Berry,Vanilla,Tobacco",5,2,1,4,3,4,5,0,0,0,0,2,6,0.2,4,BrandA,0,0.18,1,0,4,0,Small,0,-0.75
7433,40,Female,107915.69,74.99,1,"Berry,Fruity,Tobacco,Mint,Citrus","Chocolate,Mint",2,1,4,5,5,1,2,0,1,1,1,4,6,0.18,2,BrandC,1,0.36,2,20,2,0,Small,5,0.93
7434,43,Female,80003.83,5.0,0,"Chocolate,Dessert,Mint",Fruity,4,2,1,3,4,1,2,0,1,1,0,3,6,0.02,10,BrandD,1,0.22,5,56,4,0,Medium,2,0.99
7435,39,Male,55649.69,9.86,0,"Chocolate,Tobacco,Dessert,Mint,Berry",Mint,1,5,3,5,3,3,3,1,0,0,1,1,0,0.22,10,BrandA,1,0.79,1,89,5,0,Medium,3,-0.07
7436,36,Male,30407.53,39.41,1,"Mint,Citrus,Fruity,Tobacco,Vanilla","Mint,Coffee,Vanilla",3,4,5,2,4,1,5,0,0,0,1,4,12,0.08,2,BrandA,0,0.21,0,62,3,1,Medium,0,-0.61
7437,63,Male,78794.55,28.67,1,"Citrus,Tobacco,Coffee","Dessert,Citrus",1,3,2,5,1,4,1,0,1,0,1,6,12,0.18,10,BrandD,1,0.61,1,80,5,0,Medium,4,-0.08
7438,34,Male,72159.35,104.21,1,"Mint,Vanilla,Chocolate","Coffee,Citrus,Fruity",4,1,5,1,3,2,4,0,0,0,1,2,18,0.24,4,BrandB,1,0.24,0,45,2,1,Small,4,-0.91
7439,60,Female,68071.88,5.0,1,"Dessert,Chocolate,Fruity","Vanilla,Tobacco,Dessert",1,5,1,4,2,5,2,0,1,0,1,3,12,0.12,6,BrandA,0,0.29,1,46,3,0,Medium,1,0.55
7440,54,Male,31778.53,22.82,0,"Citrus,Tobacco,Vanilla,Fruity",Coffee,4,1,5,1,1,4,5,1,0,0,1,2,12,0.1,4,BrandC,1,0.34,1,21,3,0,Medium,3,-0.9
7441,38,Female,33325.11,15.08,0,"Citrus,Berry,Coffee,Tobacco,Vanilla",Citrus,1,5,2,3,5,3,4,1,0,0,1,1,3,0.09,10,BrandB,1,0.24,0,72,4,0,Small,1,0.68
7442,24,Female,22919.03,11.23,1,"Coffee,Chocolate","Fruity,Vanilla",1,4,4,1,5,3,2,0,0,1,1,16,12,0.3,2,BrandC,0,0.4,2,44,5,0,Small,1,0.56
7443,28,Male,13349.58,56.45,1,"Vanilla,Citrus,Chocolate,Dessert","Tobacco,Berry",3,2,3,2,2,1,4,0,1,0,1,8,12,0.12,9,BrandD,0,0.4,3,36,2,0,Small,3,0.5
7444,42,Female,36282.68,23.82,0,"Chocolate,Tobacco,Coffee,Mint","Tobacco,Berry,Vanilla",1,5,2,1,5,3,4,0,1,0,0,2,12,0.47,5,BrandA,0,0.68,3,4,4,0,Small,3,0.9
7445,55,Female,57104.59,90.18,1,"Citrus,Vanilla,Fruity","Citrus,Tobacco",4,2,1,1,1,4,2,1,0,0,0,1,6,0.47,9,BrandD,0,0.59,4,83,2,0,Large,2,-0.99
7446,48,Female,37737.99,9.6,1,"Tobacco,Dessert,Coffee,Berry,Mint","Chocolate,Vanilla",2,2,3,5,5,1,5,0,0,0,1,2,6,0.15,8,BrandD,1,0.76,2,12,4,0,Large,0,-0.87
7447,51,Male,97997.39,24.33,0,"Berry,Chocolate,Coffee,Citrus","Chocolate,Vanilla,Coffee",5,3,4,1,3,3,4,0,0,1,0,2,6,0.13,2,BrandD,1,0.14,2,53,1,0,Medium,1,-0.33
7448,20,Female,23054.38,122.47,1,"Mint,Coffee,Chocolate,Vanilla,Dessert","Tobacco,Chocolate,Citrus",2,4,2,1,3,3,3,0,1,0,1,2,6,0.13,9,BrandA,1,0.55,1,80,4,0,Small,2,-0.98
